,code,name,market
836,002376,新北洋,0
837,002377,国创高新,0
838,002378,章源钨业,0
839,002379,宏创控股,0
840,002380,科远股份,0
841,002381,双箭股份,0
842,002382,蓝帆医疗,0
843,002383,合众思壮,0
844,002384,东山精密,0
845,002385,大北农,0
846,002386,天原集团,0
847,002387,黑牛食品,0
848,002388,新亚制程,0
849,002389,南洋科技,0
850,002390,信邦制药,0
851,002391,长青股份,0
852,002392,北京利尔,0
853,002393,力生制药,0
854,002394,联发股份,0
855,002395,双象股份,0
856,002396,星网锐捷,0
857,002397,梦洁股份,0
858,002398,建研集团,0
859,002399,海普瑞,0
860,002400,省广股份,0
861,002401,中远海科,0
862,002402,和而泰,0
863,002403,爱仕达,0
864,002404,嘉欣丝绸,0
865,002405,四维图新,0
866,002406,远东传动,0
867,002407,多氟多,0
868,002408,齐翔腾达,0
869,002409,雅克科技,0
870,002410,广联达,0
871,002411,必康股份,0
872,002412,汉森制药,0
873,002413,雷科防务,0
874,002414,高德红外,0
875,002415,海康威视,0
876,002416,爱施德,0
877,002417,深南股份,0
878,002418,康盛股份,0
879,002419,天虹股份,0
880,002420,毅昌股份,0
881,002421,达实智能,0
882,002422,科伦药业,0
883,002423,中原特钢,0
884,002424,贵州百灵,0
885,002425,凯撒文化,0
886,002426,胜利精密,0
887,002427,ST尤夫,0
888,002428,云南锗业,0
889,002429,兆驰股份,0
890,002430,杭氧股份,0
891,002431,棕榈股份,0
892,002432,九安医疗,0
893,002433,太安堂,0
894,002434,万里扬,0
895,002435,长江润发,0
896,002436,兴森科技,0
897,002437,誉衡药业,0
898,002438,江苏神通,0
899,002439,启明星辰,0
900,002440,闰土股份,0
901,002441,众业达,0
902,002442,龙星化工,0
903,002443,金洲管道,0
904,002444,巨星科技,0
905,002445,中南文化,0
906,002446,盛路通信,0
907,002447,晨鑫科技,0
908,002448,中原内配,0
909,002449,国星光电,0
910,002450,康得新,0
911,002451,摩恩电气,0
912,002452,长高集团,0
913,002453,天马精化,0
914,002454,松芝股份,0
915,002455,百川股份,0
916,002456,欧菲科技,0
917,002457,青龙管业,0
918,002458,益生股份,0
919,002459,天业通联,0
920,002460,赣锋锂业,0
921,002461,珠江啤酒,0
922,002462,嘉事堂,0
923,002463,沪电股份,0
924,002464,众应互联,0
925,002465,海格通信,0
926,002466,天齐锂业,0
927,002467,二六三,0
928,002468,申通快递,0
929,002469,三维工程,0
930,002470,金正大,0
931,002471,中超控股,0
932,002472,双环传动,0
933,002473,*ST圣莱,0
934,002474,榕基软件,0
935,002475,立讯精密,0
936,002476,宝莫股份,0
937,002477,雏鹰农牧,0
938,002478,常宝股份,0
939,002479,富春环保,0
940,002480,新筑股份,0
941,002481,双塔食品,0
942,002482,广田集团,0
943,002483,润邦股份,0
944,002484,江海股份,0
945,002485,希努尔,0
946,002486,嘉麟杰,0
947,002487,大金重工,0
948,002488,金固股份,0
949,002489,浙江永强,0
950,002490,*ST墨龙,0
951,002491,通鼎互联,0
952,002492,恒基达鑫,0
953,002493,荣盛石化,0
954,002494,华斯股份,0
955,002495,佳隆股份,0
956,002496,辉丰股份,0
957,002497,雅化集团,0
958,002498,汉缆股份,0
959,002499,科林环保,0
960,002500,山西证券,0
961,002501,利源精制,0
962,002502,骅威文化,0
963,002503,搜于特,0
964,002504,*ST弘高,0
965,002505,大康农业,0
966,002506,协鑫集成,0
967,002507,涪陵榨菜,0
968,002508,老板电器,0
969,002509,天广中茂,0
970,002510,天汽模,0
971,002511,中顺洁柔,0
972,002512,达华智能,0
973,002513,蓝丰生化,0
974,002514,宝馨科技,0
975,002515,金字火腿,0
976,002516,旷达科技,0
977,002517,恺英网络,0
978,002518,科士达,0
979,002519,银河电子,0
980,002520,日发精机,0
981,002521,齐峰新材,0
982,002522,浙江众成,0
983,002523,天桥起重,0
984,002524,光正集团,0
985,002526,山东矿机,0
986,002527,新时达,0
987,002528,英飞拓,0
988,002529,海源机械,0
989,002530,金财互联,0
990,002531,天顺风能,0
991,002532,新界泵业,0
992,002533,金杯电工,0
993,002534,杭锅股份,0
994,002535,林州重机,0
995,002536,西泵股份,0
996,002537,海联金汇,0
997,002538,司尔特,0
998,002539,云图控股,0
999,002540,亚太科技,0
1000,002541,鸿路钢构,0
1001,002542,中化岩土,0
1002,002543,万和电气,0
1003,002544,杰赛科技,0
1004,002545,东方铁塔,0
1005,002546,新联电子,0
1006,002547,春兴精工,0
1007,002548,金新农,0
1008,002549,凯美特气,0
1009,002550,千红制药,0
1010,002551,尚荣医疗,0
1011,002552,宝鼎科技,0
1012,002553,南方轴承,0
1013,002554,惠博普,0
1014,002555,三七互娱,0
1015,002556,辉隆股份,0
1016,002557,洽洽食品,0
1017,002558,巨人网络,0
1018,002559,亚威股份,0
1019,002560,通达股份,0
1020,002561,徐家汇,0
1021,002562,兄弟科技,0
1022,002563,森马服饰,0
1023,002564,天沃科技,0
1024,002565,顺灏股份,0
1025,002566,益盛药业,0
1026,002567,唐人神,0
1027,002568,百润股份,0
1028,002569,步森股份,0
1029,002570,贝因美,0
1030,002571,*ST德力,0
1031,002572,索菲亚,0
1032,002573,清新环境,0
1033,002574,明牌珠宝,0
1034,002575,群兴玩具,0
1035,002576,通达动力,0
1036,002577,雷柏科技,0
1037,002578,闽发铝业,0
1038,002579,中京电子,0
1039,002580,圣阳股份,0
1040,002581,未名医药,0
1041,002582,好想你,0
1042,002583,海能达,0
1043,002584,西陇科学,0
1044,002585,双星新材,0
1045,002586,围海股份,0
1046,002587,奥拓电子,0
1047,002588,史丹利,0
1048,002589,瑞康医药,0
1049,002590,万安科技,0
1050,002591,恒大高新,0
1051,002592,八菱科技,0
1052,002593,日上集团,0
1053,002594,比亚迪,0
1054,002595,豪迈科技,0
1055,002596,海南瑞泽,0
1056,002597,金禾实业,0
1057,002598,山东章鼓,0
1058,002599,盛通股份,0
1059,002600,领益智造,0
1060,002601,龙蟒佰利,0
1061,002602,世纪华通,0
1062,002603,以岭药业,0
1063,002604,ST龙力,0
